Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Cover Art
13705587,The Functional Art: An Introduction to Information Graphics and Visualization,Alberto Cairo,"Cairo, Alberto",,"=""0321834739""","=""9780321834737""",0,4.18,New Riders Publishing,Paperback,384,2012,2011,,2019/07/14,,,read,,,,1,0,
42972023,"The Anarchy: The East India Company, Corporate Violence, and the Pillage of an Empire",William Dalrymple,"Dalrymple, William",,"=""1635573955""","=""9781635573954""",0,4.17,Bloomsbury Publishing,Hardcover,544,2019,2019,,2021/05/27,to-read,to-read (#385),to-read,,,,0,0,
44245196,The Great Mental Models: General Thinking Concepts,Shane Parrish,"Parrish, Shane",Rhiannon Beaubien,"=""""","=""""",0,4.09,Latticework Publishing Inc.,Kindle Edition,216,2019,2018,,2021/05/27,to-read,to-read (#384),to-read,,,,0,0,
12868761,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson,"Lawson, Jenny",,"=""0399159010""","=""9780399159015""",0,3.89,Amy Einhorn: Putnam,Hardcover,318,2012,2012,,2021/05/26,to-read,to-read (#383),to-read,,,,0,0,
53916142,A Life on Our Planet: My Witness Statement and a Vision for the Future,David Attenborough,"Attenborough, David",Jonnie Hughes,"=""1538719983""","=""9781538719985""",0,4.52,Grand Central Publishing,Hardcover,272,2020,2020,,2021/05/26,to-read,to-read (#382),to-read,,,,0,0,
54899915,The Answer Is…: Reflections on My Life,Alex Trebek,"Trebek, Alex",,"=""1982157992""","=""9781982157999""",0,4.21,Simon & Schuster,Hardcover,290,2020,2020,,2021/05/26,to-read,to-read (#381),to-read,,,,0,0,
51700301,The Office: The Untold Story of the Greatest Sitcom of the 2000s: An Oral History,Andy Greene,"Greene, Andy",,"=""1524744972""","=""9781524744977""",0,4.15,Dutton Books,Hardcover,464,2020,2020,,2021/05/26,to-read,to-read (#380),to-read,,,,0,0,
44890112,Strange Planet (Strange Planet #1),Nathan W. Pyle,"Pyle, Nathan W.",,"=""0062970704""","=""9780062970701""",0,4.33,Morrow Gift,Hardcover,144,2019,2019,,2021/05/26,to-read,to-read (#379),to-read,,,,0,0,
15750844,Pax Indica: India and the World of the 21st Century,Shashi Tharoor,"Tharoor, Shashi",,"=""067008574X""","=""9780670085743""",0,3.87,Allen Lane,Hardcover,449,2012,2012,,2021/05/24,to-read,to-read (#378),to-read,,,,0,0,
37810456,Why I am a Hindu,Shashi Tharoor,"Tharoor, Shashi",,"=""9386021102""","=""9789386021106""",0,3.72,Aleph Books,Paperback,302,2018,2018,,2021/05/24,to-read,to-read (#377),to-read,,,,0,0,
105578,One Night at the Call Center,Chetan Bhagat,"Bhagat, Chetan",,"=""0345498321""","=""9780345498328""",1,2.52,Ballantine Books,Paperback,320,2007,2005,,2021/05/24,,,read,,,,1,0,
105576,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,"Bhagat, Chetan",,"=""8129104598""","=""9788129104595""",2,3.43,Rupa Publications,Paperback,267,2011,2004,,2021/05/24,,,read,,,,1,0,
22552026,Long Way Down,Jason  Reynolds,"Reynolds, Jason",,"=""1481438255""","=""9781481438254""",5,4.26,Atheneum/Caitlyn Dlouhy Books,Hardcover,306,2017,2017,,2021/05/22,,,read,,,,1,0,
6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""030726999X""","=""9780307269997""",5,4.23,Knopf,Hardcover,566,2010,2007,,2021/05/21,,,read,,,,1,0,
26889576,The Big Short: Inside the Doomsday Machine,Michael   Lewis,"Lewis, Michael",,"=""039335315X""","=""9780393353150""",0,4.29,W. W. Norton  Company,Paperback,291,2015,2010,,2021/05/13,to-read,to-read (#376),to-read,,,,0,0,
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.28,Basic Books,Paperback,756,1999,1979,,2021/05/13,to-read,to-read (#375),to-read,,,,0,0,
29,The Mother Tongue: English and How It Got That Way,Bill Bryson,"Bryson, Bill",,"=""0380715430""","=""9780380715435""",0,3.91,William Morrow Paperbacks,Paperback,270,1991,1990,,2021/05/13,to-read,to-read (#374),to-read,,,,0,0,
6178648,Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick,"Demick, Barbara",,"=""0385523904""","=""9780385523905""",0,4.43,Spiegel & Grau,Hardcover,316,2009,2009,,2021/05/13,to-read,to-read (#373),to-read,,,,0,0,
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,4.09,Crown Publishing Group,Hardcover,370,2010,2010,,2021/05/13,to-read,to-read (#372),to-read,,,,0,0,
32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",,"=""0393324826""","=""9780393324822""",0,4.06,W. W. Norton  Company,Paperback,303,2004,2003,,2021/05/13,to-read,to-read (#371),to-read,,,,0,0,
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared","Tatjana Bižić, Gordana Vučićević","=""0739467352""","=""9780739467350""",0,4.04,W.W. Norton & Company,Paperback,498,2005,1997,,2021/05/13,to-read,to-read (#370),to-read,,,,0,0,
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,"Sacks, Oliver",,"=""0684853949""","=""9780684853949""",0,4.06,Touchstone,Paperback,243,1998,1985,,2021/05/13,to-read,to-read (#369),to-read,,,,0,0,
25793077,Atomic: The First War of Physics and the Secret History of the Atom Bomb 1939-49,Jim Baggott,"Baggott, Jim",,"=""1848319924""","=""9781848319929""",0,4.18,Icon Books,Paperback,576,2015,2015,,2021/05/11,to-read,to-read (#368),to-read,,,,0,0,
11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,"Gourevitch, Philip",,"=""0312243359""","=""9780312243357""",0,4.19,Picador,Paperback,356,1999,1998,,2021/05/10,to-read,to-read (#367),to-read,,,,0,0,
20613761,Citizen: An American Lyric,Claudia Rankine,"Rankine, Claudia",,"=""1555976905""","=""9781555976903""",3,4.28,Graywolf Press,Paperback,169,2014,2014,,2021/05/09,,,read,,,,1,0,
12292211,The Girl Who Played with Fire,Stieg Larsson,"Larsson, Stieg",,"=""0307949508""","=""9780307949509""",5,4.24,"Vintage Books, a division of Random House, Inc., New York",Mass Market Paperback,724,2011,2006,,2019/07/14,,,read,,,,1,0,
4012914,"I Never Metaphor I Didn't Like: A Comprehensive Compilation of History's Greatest Analogies, Metaphors, and Similes",Mardy Grothe,"Grothe, Mardy",,"=""0061358134""","=""9780061358135""",0,3.86,Harper,Hardcover,336,2008,2008,,2021/05/06,to-read,to-read (#366),to-read,,,,0,0,
25074850,"The Girl in the Spider's Web (Millennium, #4)",David Lagercrantz,"Lagercrantz, David","Stieg Larsson, George Goulding","=""0385354282""","=""9780385354288""",0,3.79,Knopf,Hardcover,400,2015,2015,,2021/05/06,to-read,to-read (#365),to-read,,,,0,0,
24178,Charlotte's Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells","=""0064410935""","=""9780064410939""",0,4.19,HarperCollinsPublishers,Paperback,184,2001,1952,,2021/05/06,to-read,to-read (#364),to-read,,,,0,0,
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""""","=""""",0,4.30,Warner Books,Mass Market Paperback,1037,1999,1936,,2021/05/06,to-read,to-read (#363),to-read,,,,0,0,
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""""","=""""",3,3.97,Hyperion,Paperback,196,2003,2003,,2021/05/06,,,read,,,,1,0,
52037104,Rich Dad Poor Dad: What the Rich Teach Their Kids about Money,Robert T. Kiyosaki,"Kiyosaki, Robert T.",,"=""0359727891""","=""9780359727896""",3,4.11,Zack Bowman,ebook,194,2019,1997,,2021/05/05,,,read,,,,1,0,
44525305,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,"Iger, Robert",Joel Lovell,"=""""","=""""",0,4.42,Random House,Hardcover,272,2019,2019,,2021/05/05,to-read,to-read (#362),to-read,,,,0,0,
25189315,Smoke Gets in Your Eyes & Other Lessons from the Crematory,Caitlin Doughty,"Doughty, Caitlin",,"=""0393351904""","=""9780393351903""",0,4.20,W. W. Norton & Company,Paperback,254,2015,2014,,2021/04/29,to-read,to-read (#360),to-read,,,,0,0,
51323365,Solutions and Other Problems,Allie Brosh,"Brosh, Allie",,"=""1982156945""","=""9781982156947""",0,4.20,Gallery Books,Hardcover,519,2020,2020,,2021/04/28,to-read,to-read (#359),to-read,,,,0,0,
9858081,"The Code of the Woosters (Jeeves, #7)",P.G. Wodehouse,"Wodehouse, P.G.",,"=""0393339815""","=""9780393339819""",5,4.31,W. W. Norton  Company,Paperback,272,2011,1938,,2021/04/28,,,read,,,,1,0,
35141435,Salt Sugar Fat: How the Food Giants Hooked Us,Michael  Moss,"Moss, Michael",,"=""""","=""""",0,3.99,Random House,Kindle Edition,480,2013,2013,,2021/04/28,to-read,to-read (#358),to-read,,,,0,0,
18919445,The Humans,Matt Haig,"Haig, Matt",,"=""""","=""""",0,4.08,Simon & Schuster,Kindle Edition,304,2013,2013,,2021/04/28,to-read,to-read (#357),to-read,,,,0,0,
34397789,How to Read Nature: Awaken Your Senses to the Outdoors You've Never Noticed,Tristan Gooley,"Gooley, Tristan",,"=""1615194290""","=""9781615194292""",3,3.51,The Experiment,Hardcover,176,2017,2014,,2021/04/26,,,read,,,,1,0,
34828719,Adultolescence,Gabbie Hanna,"Hanna, Gabbie",,"=""""","=""""",2,3.07,Atria/Keywords Press,Kindle Edition,256,2017,2017,2021/04/23,2021/04/21,,,read,,,,1,0,
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",0,4.41,Riverhead Books,Hardcover,372,2007,2007,,2021/04/23,to-read,to-read (#356),to-read,,,,0,0,
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""""","=""""",0,4.11,Puffin Books (US/CAN),Mass Market Paperback,192,1997,1967,,2021/04/23,to-read,to-read (#355),to-read,,,,0,0,
18245960,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",0,4.08,Tor Books,Kindle Edition,400,2014,2006,,2021/04/22,to-read,to-read (#354),to-read,,,,0,0,
135836,Trainspotting (Mark Renton #2),Irvine Welsh,"Welsh, Irvine",,"=""0099465892""","=""9780099465898""",4,4.08,Vintage,Paperback,431,1994,1993,,2021/04/22,,,read,,,,1,0,
23513349,Milk and Honey,Rupi Kaur,"Kaur, Rupi",,"=""1502784270""","=""9781502784278""",3,4.01,Createspace,Paperback,204,2014,2014,,2021/02/16,,,read,,,,1,0,
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",0,3.86,Penguin Books,Paperback,489,2003,1859,,2021/04/21,to-read,to-read (#353),to-read,,,,0,0,
55352,Brain Droppings,George Carlin,"Carlin, George",,"=""0786891122""","=""9780786891122""",4,4.07,Hachette Books,Paperback,272,1998,1997,2021/04/20,2021/04/20,,,read,,,,1,0,
35404398,A River in Darkness: One Man's Escape from North Korea,Masaji Ishikawa,"Ishikawa, Masaji","Martin Brown, Risa Kobayashi","=""""","=""""",0,4.26,AmazonCrossing,Kindle Edition,174,2018,2000,,2021/04/19,to-read,to-read (#352),to-read,,,,0,0,
53440939,Bluebeard,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.05,The Dial Press,Kindle Edition,338,2009,1987,,2021/04/19,to-read,to-read (#351),to-read,,,,0,0,
56301,Light on Yoga,B.K.S. Iyengar,"Iyengar, B.K.S.",Yehudi Menuhin,"=""0805210318""","=""9780805210316""",0,4.25,Schocken Books Inc,Paperback,544,1979,1966,,2021/04/19,to-read,to-read (#350),to-read,,,,0,0,
37703550,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219095""","=""9780735219090""",0,4.44,G.P. Putnam's Sons,Hardcover,370,2018,2018,,2021/04/19,to-read,to-read (#349),to-read,,,,0,0,
55263876,"The Testaments (The Handmaid's Tale, #2)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.20, Nan A. Talese,Kindle Edition,432,2019,2019,,2021/04/19,to-read,to-read (#348),to-read,,,,0,0,
55926644,Little Women,Louisa May Alcott,"Alcott, Louisa May",,"=""""","=""""",0,4.13,,Kindle Edition,,2020,1868,,2021/04/19,to-read,to-read (#347),to-read,,,,0,0,
36687263,Extremely Loud and Incredibly Close,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""""","=""""",0,3.97,Mariner Books,Kindle Edition,368,2013,2005,,2021/04/19,to-read,to-read (#346),to-read,,,,0,0,
44445851,Fun Home: A Family Tragicomic,Alison Bechdel,"Bechdel, Alison",,"=""""","=""""",0,4.07,Mariner Books,Kindle Edition,232,2007,2006,,2021/04/19,to-read,to-read (#345),to-read,,,,1,0,
57096367,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo",The griffin classics,"=""""","=""""",0,4.08,,Kindle Edition,,2021,1878,,2021/04/19,to-read,to-read (#344),to-read,,,,0,0,
56878532,The Great Gatsby & The Beautiful and Damned,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",0,3.89,,Kindle Edition,,2021,2013,,2021/04/19,to-read,to-read (#343),to-read,,,,0,0,
48499610,Ego is the Enemy: The Fight to Master Our Greatest Opponent,Ryan Holiday,"Holiday, Ryan",,"=""""","=""""",0,4.14,Profile Books,Kindle Edition,255,2016,2016,,2021/04/18,to-read,to-read (#342),to-read,,,,0,0,
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph","Aníbal Fernandes, Aniela Zagórska","=""1892295490""","=""9781892295491""",0,3.43,Green Integer,Paperback,188,2003,1899,,2021/04/18,to-read,to-read (#341),to-read,,,,0,0,
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.26,"Little, Brown and Company",Hardcover,393,2018,2018,,2021/04/18,to-read,to-read (#340),to-read,,,,0,0,
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus","George Long, Diskin Clay, Martin Hammond, Duncan Steen, Edwin Ginn","=""0140449337""","=""9780140449334""",3,4.25,Penguin Books,Paperback,254,2006,180,,2021/04/11,,,read,,,,1,0,
16160797,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,"Galbraith, Robert",,"=""0316206849""","=""9780316206846""",3,3.87,Mulholland Books,Hardcover,456,2013,2013,,2021/04/08,,,read,,,,1,0,
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,,2021/04/08,to-read,to-read (#339),to-read,,,,0,0,
49127718,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""198216963X""","=""9781982169633""",0,4.20,Atria Books,Hardcover,336,2020,2019,,2021/04/08,to-read,to-read (#336),to-read,,,,0,0,
53152636,Mexican Gothic,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""""","=""""",0,3.68,Del Rey,Hardcover,301,2020,2020,,2021/04/08,to-read,to-read (#338),to-read,,,,0,0,
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",0,4.14,Vintage International,Paperback,467,2006,2002,,2021/04/08,to-read,to-read (#337),to-read,,,,0,0,
37638098,Creative Selection: Inside Apple's Design Process During the Golden Age of Steve Jobs,Ken Kocienda,"Kocienda, Ken",,"=""1250194466""","=""9781250194466""",0,4.07,St. Martin's Press,Hardcover,264,2018,2018,,2021/04/03,to-read,to-read (#335),to-read,,,,0,0,
52955990,The Hindu Way: An Introduction to Hinduism,Shashi Tharoor,"Tharoor, Shashi",,"=""""","=""""",0,3.77,Aleph Book Company,Kindle Edition,302,2019,,,2021/04/03,to-read,to-read (#334),to-read,,,,0,0,
41940236,The Whisper Man,Alex North,"North, Alex",,"=""1250317991""","=""9781250317995""",0,4.04,Celadon Books,Hardcover,355,2019,2019,,2021/03/30,to-read,to-read (#333),to-read,,,,0,0,
6779,"Six Not-So-Easy Pieces: Einstein's Relativity, Symmetry, and Space-Time",Richard P. Feynman,"Feynman, Richard P.",Roger Penrose,"=""0465023932""","=""9780465023936""",0,4.25,Basic Books,Paperback,184,2005,1963,,2021/03/30,to-read,to-read (#332),to-read,,,,0,0,
41881472,The Psychology of Money,Morgan Housel,"Housel, Morgan",,"=""""","=""""",0,4.39,Harriman House,Paperback,252,2020,2020,,2021/03/30,to-read,to-read (#331),to-read,,,,0,0,
23848559,Furiously Happy: A Funny Book About Horrible Things,Jenny  Lawson,"Lawson, Jenny",,"=""1250077001""","=""9781250077004""",0,3.89,Flatiron Books,Hardcover,329,2015,2015,,2021/03/20,to-read,to-read (#330),to-read,,,,0,0,
33917107,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,"Snyder, Timothy",,"=""0804190119""","=""9780804190114""",5,4.19,Tim Duggan Books,Paperback,126,2017,2017,,2021/03/20,,,read,,,,1,0,
78982,"Not a Penny More, Not a Penny Less",Jeffrey Archer,"Archer, Jeffrey",,"=""0312997132""","=""9780312997137""",0,4.04,St. Martin's Paperbacks,Paperback,305,2004,1976,,2021/03/09,to-read,to-read (#329),to-read,,,,1,0,
30919,Scoop,Evelyn Waugh,"Waugh, Evelyn",,"=""0141187492""","=""9780141187495""",4,3.82,Penguin Books UK,Paperback,222,2003,1938,2021/03/09,2021/03/04,,,read,,,,1,0,
20657434,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,"Horowitz, Ben",,"=""""","=""""",0,4.23,HarperBusiness,Kindle Edition,308,2014,2014,,2021/03/09,to-read,to-read (#328),to-read,,,,0,0,
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",5,3.89,Vintage,Paperback,226,2004,2003,,2012/02/08,,,read,,,,1,0,
160629,"A Bear Called Paddington (Paddington, #1)",Michael Bond,"Bond, Michael",Peggy Fortnum,"=""0007174160""","=""9780007174164""",4,4.22,HarperCollinsChildren’sBooks,Paperback,159,2022,1958,2021/03/02,2021/03/02,,,read,,,,1,0,
12497,No Country for Old Men,Cormac McCarthy,"McCarthy, Cormac",,"=""0375706674""","=""9780375706677""",3,4.13,Vintage,Paperback,309,2006,2005,,2021/02/28,,,read,,,,1,0,
143880,The Book of Life: Daily Meditations with Krishnamurti,J. Krishnamurti,"Krishnamurti, J.",,"=""0060648791""","=""9780060648794""",0,4.35,HarperOne,Paperback,400,1995,1995,,2021/02/27,to-read,to-read (#327),to-read,,,,0,0,
18505796,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Dan   Harris,"Harris, Dan",,"=""0062265423""","=""9780062265425""",0,3.92,It Books,Hardcover,256,2014,2014,,2021/02/27,to-read,to-read (#326),to-read,,,,0,0,
10920,Cold Mountain,Charles Frazier,"Frazier, Charles",,"=""0802142842""","=""9780802142849""",0,3.88,Grove Press,Paperback,449,2006,1997,,2021/02/26,to-read,to-read (#325),to-read,,,,0,0,
71728,Jonathan Livingston Seagull,Richard Bach,"Bach, Richard",Russell Munson,"=""0743278909""","=""9780743278904""",0,3.85,Scribner,Paperback,112,2006,1970,,2021/02/26,to-read,to-read (#324),to-read,,,,0,0,
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",0,4.02,Ballantine Books,Mass Market Paperback,296,1987,1929,,2021/02/26,to-read,to-read (#323),to-read,,,,0,0,
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Henry James, Nina Baym","=""0142437263""","=""9780142437261""",0,3.43,Penguin Books,Paperback,279,2003,1850,,2021/02/26,to-read,to-read (#322),to-read,,,,0,0,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.50,Scholastic Inc.,Paperback,912,2004,2003,,2021/02/26,,,read,,,,1,0,
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Alberto Blecua, Roberto González Echevarría, Peter Anthony Motteux, John Rutherford, John Ozell, Cesco Vian, Alessandra Riccio, Tobias Smollett, Barbara Troiano, Giorgio Di Dio, Paola Cozzi","=""""","=""""",0,3.89,Penguin Books,Paperback,1023,2003,1605,,2021/02/26,to-read,to-read (#321),to-read,,,,0,0,
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Borut Kraševec, Ива Николова","=""""","=""""",0,4.35,"Farrar, Straus and Giroux",Paperback,796,2002,1879,,2021/02/26,to-read,to-read (#320),to-read,,,,0,0,
35220,The Red Badge of Courage,Stephen Crane,"Crane, Stephen",,"=""1580495869""","=""9781580495868""",0,3.28,"Clayton, Del. : Prestwick House Literary Touchstone Classics,",Paperback,149,2006,1895,,2021/02/26,to-read,to-read (#319),to-read,,,,0,0,
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""""","=""""",0,4.04,Harper Perennial Modern Classics,Paperback,294,2006,1963,,2021/02/25,to-read,to-read (#318),to-read,,,,0,0,
163330,Death and the Maiden,Ariel Dorfman,"Dorfman, Ariel",,"=""0140246843""","=""9780140246841""",4,3.96,Penguin Books,Paperback,96,1994,1991,,2021/02/25,,,read,,,,1,0,
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,"=""0375759239""","=""9780375759239""",5,3.83,Modern Library,Paperback,192,2002,1897,,2021/02/24,,,read,,,,1,0,
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.38,Scribner,Hardcover,368,2017,2017,,2021/02/24,to-read,to-read (#317),to-read,,,,0,0,
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank, Fyodor Dostoyevsky","=""0143058142""","=""9780143058144""",0,4.25,Penguin,Paperback,671,2002,1866,,2021/02/24,to-read,to-read (#316),to-read,,,,0,0,
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",0,4.00,Vintage International,Paperback,159,1989,1942,,2021/02/24,to-read,to-read (#315),to-read,,,,0,0,
22145861,What Are You Doing With Your Life?,J. Krishnamurti,"Krishnamurti, J.",,"=""""","=""""",0,4.04,Krishnamurti Foundation,Paperback,,,1899,,2021/02/24,to-read,to-read (#314),to-read,,,,0,0,
11981786,Fall of Giants (The Century Trilogy #1),Ken Follett,"Follett, Ken",,"=""""","=""""",0,4.30,Pan Books,Kindle Edition,865,2011,2010,,2021/02/24,to-read,to-read (#313),to-read,,,,0,0,
53138083,"Working Backwards: Insights, Stories, and Secrets from Inside Amazon",Colin Bryar,"Bryar, Colin",Bill  Carr,"=""1250267595""","=""9781250267597""",0,4.25,St. Martin's Press,Hardcover,304,2021,2021,,2021/02/24,to-read,to-read (#312),to-read,,,,0,0,
25526296,"Every Heart a Doorway (Wayward Children, #1)",Seanan McGuire,"McGuire, Seanan",,"=""0765385503""","=""9780765385505""",0,3.82,Tor.com,Hardcover,173,2016,2016,,2021/02/24,to-read,to-read (#311),to-read,,,,0,0,
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes","=""0142437174""","=""9780142437179""",5,3.83,Penguin Classics,Paperback,327,2002,1884,,2021/02/23,,,read,,,,1,0,
12948,The Turn of the Screw,Henry James,"James, Henry",,"=""0140620613""","=""9780140620610""",0,3.40,Penguin,Paperback,121,1994,1898,,2021/02/23,to-read,to-read (#310),to-read,,,,0,0,
252577,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,"McCourt, Frank",,"=""0007205236""","=""9780007205233""",0,4.13,Harper Perennial,Paperback,452,2005,1996,,2021/02/23,to-read,to-read (#309),to-read,,,,0,0,
23012627,Cat Out of Hell,Lynne Truss,"Truss, Lynne",,"=""1612194427""","=""9781612194424""",2,3.32,Melville House,Hardcover,163,2015,2014,,2018/01/24,,,read,"A decent book, tad confusing at times. I bought it at a bookstore only because of the red cover and a funny title. But I liked the book; I finished it in a few days. But it was more often a comedy than horror, which is what I actually liked.",,,1,0,
11005175,The All Bengali Crime Detectives,Suparna Chatterjee,"Chatterjee, Suparna",,"=""8129117827""","=""9788129117823""",3,3.39,Rupa &amp; Co.,,180,2011,2011,,2021/02/10,,,read,,,,1,0,
13227276,"Suicide Squad, Volume 1: Kicked in the Teeth",Adam Glass,"Glass, Adam","Federico Dallocchio, Clayton Henry, Ransom Getty, Andrei Bressan, Cliff Richards, Ig Guara, Scott Hanna","=""1401235441""","=""9781401235444""",2,3.81,Warner Brothers Entertainment Company,Paperback,160,2012,2012,,2019/07/14,,,read,,,,1,0,
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",4,4.28,St. Martin's Press,Paperback,264,2004,1939,,2018/01/04,,,read,,,,1,0,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2018/01/04,,,read,,,,1,0,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""""","=""""",5,4.57,Scholastic,Paperback,734,2002,2000,,2018/01/04,,,read,,,,1,0,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2018/01/04,,,read,,,,1,0,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Scholastic Inc.,Paperback,652,2006,2005,,2018/01/04,,,read,,,,1,0,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2018/01/04,,,read,,,,1,0,
15852,Relativity: The Special and the General Theory,Albert Einstein,"Einstein, Albert","Nigel Calder, Robert William Lawson","=""0143039822""","=""9780143039822""",0,4.20,Penguin Classics,Paperback,130,2006,1916,,2021/02/23,to-read,to-read (#308),to-read,,,,0,0,
540020,The Day of the Jackal,Frederick Forsyth,"Forsyth, Frederick",,"=""""","=""""",0,4.26,Bantam,Mass Market Paperback,358,1979,1971,,2021/02/23,to-read,to-read (#307),to-read,,,,0,0,
34314211,Veerappan: Chasing the Brigand,K. Vijay Kumar,"Kumar, K. Vijay",,"=""8129145308""","=""9788129145307""",0,4.30,Rupa Publications India,Hardcover,263,2017,2017,,2021/01/14,to-read,to-read (#306),to-read,,,,0,0,
830502,It,Stephen King,"King, Stephen",,"=""0450411435""","=""9780450411434""",0,4.25,New English Library,Paperback,1116,1987,1986,,2020/10/11,to-read,to-read (#305),to-read,,,,0,0,
